Order,PID,1st Flr SF,2nd Flr SF,3Ssn Porch,Alley,Bedroom AbvGr,Bldg Type,Bsmt Cond,Bsmt Exposure,Bsmt Full Bath,Bsmt Half Bath,Bsmt Qual,Bsmt Unf SF,BsmtFin SF 1,BsmtFin SF 2,BsmtFin Type 1,BsmtFin Type 2,Central Air,Condition 1,Condition 2,Electrical,Enclosed Porch,Exter Cond,Exter Qual,Exterior 1st,Exterior 2nd,Fence,Fireplace Qu,Fireplaces,Foundation,Full Bath,Functional,Garage Area,Garage Cars,Garage Cond,Garage Finish,Garage Qual,Garage Type,Gr Liv Area,Half Bath,Heating,Heating QC,House Style,Kitchen AbvGr,Kitchen Qual,Land Contour,Land Slope,Lot Area,Lot Config,Lot Shape,Low Qual Fin SF,MS SubClass,MS Zoning,Mas Vnr Area,Mas Vnr Type,Misc Feature,Misc Val,Mo Sold,Neighborhood,Open Porch SF,Overall Cond,Overall Qual,Paved Drive,Pool Area,Pool QC,Roof Matl,Roof Style,Sale Condition,Sale Type,Screen Porch,Street,TotRms AbvGrd,Total Bath,Total Bsmt SF,Total Porch SF,Total SF,Total SF (box-cox-0.0),Utilities,Wood Deck SF,Year Built,Year Remod/Add,Yr Sold,SalePrice,SalePrice (box-cox-0.0)
40,528120090,1544.0,0.0,0.0,NA,3,1Fam,TA,No,0,0,Gd,1544.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,NA,0,PConc,2,Typ,868.0,3,TA,RFn,TA,Attchd,1544.0,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,12883.0,Corner,IR1,0.0,020,RL,256.0,Stone,NA,0.0,6,NridgHt,35.0,5,8,Y,0.0,NA,CompShg,Gable,Partial,New,0.0,Pave,7,2.0,1544.0,35.0,3088.0,8.035278911144667,AllPub,0.0,2009,2010,2010,290941.0,12.58087577645635
41,528120100,1541.0,0.0,0.0,NA,3,1Fam,TA,Mn,0,0,Gd,340.0,1201.0,0.0,BLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,Gd,1,PConc,2,Typ,532.0,2,TA,RFn,TA,Attchd,1541.0,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,12182.0,Corner,Reg,0.0,020,RL,226.0,BrkFace,NA,0.0,5,NridgHt,70.0,5,7,Y,0.0,NA,CompShg,Gable,Partial,New,0.0,Pave,7,2.0,1541.0,70.0,3082.0,8.033334015880062,AllPub,0.0,2005,2005,2010,220000.0,12.301382825334498
42,528120120,1698.0,0.0,0.0,NA,3,1Fam,TA,No,0,0,Ex,1588.0,110.0,0.0,GLQ,Unf,Y,PosN,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,Gd,1,PConc,2,Typ,730.0,3,TA,Fin,TA,Attchd,1698.0,0,GasA,Ex,1Story,1,Ex,Lvl,Gtl,11520.0,Inside,Reg,0.0,020,RL,615.0,BrkFace,NA,0.0,6,NridgHt,74.0,5,9,Y,0.0,NA,CompShg,Hip,Normal,WD,0.0,Pave,7,2.0,1698.0,266.0,3396.0,8.130353547431238,AllPub,192.0,2005,2005,2010,275000.0,12.524526376648708
43,528138020,1822.0,0.0,0.0,NA,3,1Fam,TA,No,0,0,Ex,1794.0,28.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,CemntBd,CemntBd,NA,Gd,1,PConc,2,Typ,678.0,3,TA,RFn,TA,Attchd,1822.0,0,GasA,Ex,1Story,1,Ex,Lvl,Gtl,14122.0,Inside,IR1,0.0,020,RL,240.0,BrkFace,NA,0.0,2,NridgHt,119.0,5,8,Y,0.0,NA,CompShg,Hip,Normal,WD,0.0,Pave,8,2.0,1822.0,119.0,3644.0,8.200837258379849,AllPub,0.0,2005,2006,2010,259000.0,12.464583340681674
44,528138060,1535.0,0.0,0.0,NA,3,1Fam,TA,No,0,0,Gd,1515.0,2.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,NA,0,PConc,2,Typ,532.0,2,TA,RFn,TA,Attchd,1535.0,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,10171.0,Inside,IR1,0.0,020,RL,168.0,BrkFace,NA,0.0,3,NridgHt,0.0,5,7,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,7,2.0,1517.0,0.0,3052.0,8.023552392404348,AllPub,0.0,2004,2004,2010,214000.0,12.273731294003989
45,528150070,2364.0,0.0,0.0,NA,2,1Fam,TA,Gd,1,0,Ex,142.0,2188.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Ex,VinylSd,VinylSd,NA,Gd,2,PConc,2,Typ,820.0,3,TA,Fin,TA,Attchd,2364.0,1,GasA,Ex,1Story,1,Ex,Lvl,Gtl,12919.0,Inside,IR1,0.0,020,RL,760.0,Stone,NA,0.0,3,NridgHt,67.0,5,9,Y,0.0,NA,CompShg,Hip,Partial,New,0.0,Pave,11,3.5,2330.0,67.0,4694.0,8.454040376410969,AllPub,0.0,2009,2010,2010,611657.0,13.323926946863102
46,528175010,1358.0,0.0,0.0,NA,2,TwnhsE,TA,Mn,1,0,Gd,625.0,733.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,Gd,1,PConc,2,Typ,484.0,2,TA,RFn,TA,Attchd,1358.0,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,6371.0,Inside,IR1,0.0,120,RL,128.0,Stone,NA,0.0,6,NridgHt,35.0,5,7,Y,0.0,NA,CompShg,Gable,Partial,New,0.0,Pave,6,3.0,1358.0,227.0,2716.0,7.906915488678587,AllPub,192.0,2009,2010,2010,224000.0,12.319401330837177
47,528176010,2696.0,0.0,0.0,NA,3,1Fam,TA,Gd,1,0,Ex,1473.0,1373.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Ex,VinylSd,VinylSd,NA,Gd,2,PConc,2,Typ,958.0,3,TA,Fin,TA,Attchd,2696.0,1,GasA,Ex,1Story,1,Ex,HLS,Mod,14300.0,Inside,Reg,0.0,020,RL,1095.0,BrkFace,NA,0.0,6,NridgHt,150.0,5,9,Y,0.0,NA,CompShg,Hip,Normal,WD,0.0,Pave,10,3.5,2846.0,370.0,5542.0,8.620110725422924,AllPub,220.0,2003,2004,2010,500000.0,13.122363377404328
48,528176070,1687.0,563.0,0.0,NA,3,1Fam,TA,Gd,1,0,Gd,1093.0,578.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,Ex,1,PConc,2,Typ,756.0,3,TA,Fin,TA,Attchd,2250.0,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,13650.0,Corner,Reg,0.0,060,RL,232.0,BrkFace,NA,0.0,6,NridgHt,130.0,5,8,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,7,3.5,1671.0,368.0,3921.0,8.27410200229233,AllPub,238.0,2002,2002,2010,320000.0,12.676076274775909
49,528180070,1752.0,0.0,0.0,NA,2,TwnhsE,TA,No,1,0,Ex,1296.0,456.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Ex,MetalSd,MetalSd,NA,Gd,1,PConc,2,Typ,576.0,2,TA,RFn,TA,Attchd,1752.0,0,GasA,Ex,1Story,1,Ex,Lvl,Gtl,7658.0,Inside,Reg,0.0,120,RL,412.0,BrkFace,NA,0.0,2,NridgHt,82.0,5,9,Y,0.0,NA,CompShg,Hip,Normal,WD,0.0,Pave,6,3.0,1752.0,278.0,3504.0,8.161660452056282,AllPub,196.0,2005,2005,2010,319900.0,12.675763725937609
50,528181050,1370.0,0.0,0.0,NA,2,TwnhsE,TA,Mn,0,0,Gd,1346.0,24.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,Gd,1,PConc,2,Typ,484.0,2,TA,RFn,TA,Attchd,1370.0,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,7132.0,Inside,IR1,0.0,120,RL,178.0,Stone,NA,0.0,4,NridgHt,49.0,5,8,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,6,2.0,1370.0,169.0,2740.0,7.9157131993821155,AllPub,120.0,2006,2006,2010,205000.0,12.230765258120545
51,528188120,764.0,862.0,0.0,NA,2,TwnhsI,TA,No,0,0,Gd,764.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,WdShing,NA,NA,0,PConc,2,Typ,474.0,2,TA,RFn,TA,BuiltIn,1626.0,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,2628.0,Inside,Reg,0.0,160,RL,106.0,Stone,NA,0.0,6,NridgHt,27.0,5,7,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,6,2.5,764.0,27.0,2390.0,7.779048644925556,AllPub,0.0,2003,2003,2010,175500.0,12.075394321888057
52,528218150,1324.0,0.0,0.0,NA,3,1Fam,TA,No,0,0,Gd,1324.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,NA,0,PConc,2,Typ,430.0,2,TA,Fin,TA,Attchd,1324.0,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,18494.0,Corner,IR1,0.0,020,RL,0.0,None,NA,0.0,1,Gilbert,23.0,5,6,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,6,2.0,1324.0,59.0,2648.0,7.881559917056899,AllPub,36.0,2005,2005,2010,199500.0,12.203569515312056
53,528228285,1145.0,0.0,0.0,NA,2,TwnhsE,TA,Av,0,0,Gd,1129.0,16.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,NA,0,PConc,2,Typ,437.0,2,TA,Fin,TA,Attchd,1145.0,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,3203.0,Inside,Reg,0.0,120,RL,14.0,BrkFace,NA,0.0,1,Blmngtn,116.0,5,7,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,6,2.0,1145.0,216.0,2290.0,7.736307096548285,AllPub,100.0,2006,2006,2010,160000.0,11.982929094215963
54,528228440,1269.0,0.0,0.0,NA,2,TwnhsE,TA,No,0,0,Gd,1232.0,24.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,TA,1,PConc,2,Typ,430.0,2,TA,Fin,TA,Attchd,1269.0,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,3182.0,Inside,Reg,0.0,120,RL,16.0,BrkFace,NA,0.0,4,Blmngtn,20.0,5,8,Y,0.0,NA,CompShg,Gable,Normal,WD,144.0,Pave,6,2.0,1256.0,310.0,2525.0,7.83399634170946,AllPub,146.0,2004,2005,2010,192000.0,12.165250651009918
55,528231020,744.0,630.0,0.0,NA,3,1Fam,TA,No,1,0,Gd,58.0,326.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,Gd,1,PConc,2,Typ,400.0,2,TA,Fin,TA,BuiltIn,1374.0,1,GasA,Ex,SLvl,1,Gd,Lvl,Gtl,13300.0,Inside,IR1,0.0,080,RL,0.0,None,NA,0.0,6,Gilbert,0.0,5,7,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,7,3.5,384.0,100.0,1758.0,7.471932078245122,AllPub,100.0,2004,2004,2010,184500.0,12.125404742462718
57,528240130,847.0,886.0,0.0,NA,3,1Fam,TA,No,0,0,Gd,847.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,Gd,1,PConc,2,Typ,433.0,2,TA,Fin,TA,BuiltIn,1733.0,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,8577.0,Inside,IR1,0.0,060,RL,0.0,None,NA,0.0,4,Gilbert,48.0,5,7,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,7,2.5,847.0,192.0,2580.0,7.855544677915663,AllPub,144.0,2004,2004,2010,185088.0,12.128586666638327
58,528250100,774.0,656.0,0.0,NA,3,1Fam,TA,No,0,0,Gd,134.0,250.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,VinylSd,VinylSd,NA,TA,1,PConc,2,Typ,400.0,2,TA,Fin,TA,BuiltIn,1430.0,1,GasA,Ex,SLvl,1,TA,Lvl,Gtl,7750.0,Inside,IR1,0.0,080,RL,0.0,None,NA,0.0,4,Gilbert,0.0,5,7,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,7,2.5,384.0,180.0,1814.0,7.503289630675082,AllPub,180.0,2000,2000,2010,180000.0,12.100712129872347
59,528292020,884.0,1151.0,0.0,NA,3,1Fam,TA,No,0,0,Gd,884.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,Gd,1,PConc,2,Typ,434.0,2,TA,Fin,TA,BuiltIn,2035.0,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,9505.0,CulDSac,IR1,0.0,060,RL,180.0,BrkFace,NA,0.0,5,Gilbert,48.0,5,7,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,8,2.5,884.0,192.0,2919.0,7.978996370854115,AllPub,144.0,2001,2001,2010,222500.0,12.312682380588432
60,528328100,1422.0,1177.0,0.0,NA,4,1Fam,TA,No,0,0,Gd,1393.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,TA,1,PConc,2,Typ,779.0,3,TA,Fin,TA,BuiltIn,2599.0,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,14774.0,Corner,IR1,0.0,060,RL,165.0,BrkFace,NA,0.0,5,NoRidge,30.0,5,9,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,10,2.5,1393.0,698.0,3992.0,8.292047637431354,AllPub,668.0,1999,1999,2010,333168.0,12.716402146247475
61,528344070,1645.0,830.0,0.0,NA,4,1Fam,TA,No,0,0,Ex,1629.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,TA,1,PConc,2,Typ,962.0,3,TA,Fin,TA,Attchd,2475.0,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,17433.0,CulDSac,IR2,0.0,060,RL,114.0,BrkFace,NA,0.0,1,NoRidge,172.0,5,8,Y,0.0,NA,CompShg,Hip,Normal,WD,256.0,Pave,7,2.5,1629.0,451.0,4104.0,8.319717386850606,AllPub,23.0,1998,1998,2010,355000.0,12.779873068457553
62,528358010,1720.0,0.0,0.0,NA,3,1Fam,TA,No,1,0,Gd,801.0,919.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,154.0,TA,Gd,VinylSd,VinylSd,NA,TA,1,PConc,2,Typ,527.0,2,TA,Fin,TA,Attchd,1720.0,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,10593.0,Inside,IR1,0.0,020,RL,338.0,BrkFace,NA,0.0,3,NoRidge,56.0,5,7,Y,0.0,NA,CompShg,Hip,Normal,WD,0.0,Pave,7,3.0,1720.0,450.0,3440.0,8.143226750367445,AllPub,240.0,1996,1996,2010,260400.0,12.46997418931655
63,528363130,1500.0,1122.0,0.0,NA,3,1Fam,TA,Av,1,0,Ex,431.0,1032.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,HdBoard,HdBoard,NA,TA,2,PConc,2,Typ,712.0,2,TA,RFn,TA,Attchd,2622.0,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,12256.0,Corner,IR1,0.0,060,RL,362.0,BrkFace,NA,0.0,4,NoRidge,32.0,5,8,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,9,3.5,1463.0,218.0,4085.0,8.315077007294104,AllPub,186.0,1994,1995,2010,325000.0,12.691580461311874
64,528382020,1164.0,1106.0,0.0,NA,4,1Fam,TA,No,0,0,Gd,628.0,524.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,Gd,1,PConc,2,Typ,671.0,3,TA,Fin,TA,Attchd,2270.0,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,11764.0,CulDSac,IR1,0.0,060,RL,348.0,BrkFace,NA,0.0,4,NoRidge,57.0,7,8,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,9,2.5,1152.0,189.0,3422.0,8.137980454452139,AllPub,132.0,1999,2007,2010,290000.0,12.577636201962656
65,528382030,1195.0,644.0,0.0,NA,4,1Fam,TA,No,0,0,Gd,1195.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,NA,0,PConc,2,Typ,486.0,2,TA,Fin,TA,Attchd,1839.0,1,GasA,Gd,2Story,1,TA,Lvl,Gtl,16770.0,CulDSac,IR2,0.0,060,RL,30.0,BrkFace,NA,0.0,6,NoRidge,81.0,5,7,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,7,2.5,1195.0,81.0,3034.0,8.017637159908478,AllPub,0.0,1998,1998,2010,221000.0,12.30591798049989
66,528386040,2053.0,1185.0,0.0,NA,4,1Fam,TA,Av,1,0,Gd,1217.0,816.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,Ex,1,PConc,2,Typ,666.0,3,TA,Fin,TA,Attchd,3238.0,1,GasA,Ex,1.5Fin,1,Gd,Lvl,Gtl,14720.0,CulDSac,IR1,0.0,050,RL,579.0,BrkFace,NA,0.0,3,NoRidge,86.0,5,8,Y,0.0,NA,CompShg,Hip,Normal,WD,0.0,Pave,9,3.5,2033.0,369.0,5271.0,8.569975376855206,AllPub,283.0,1995,1996,2010,410000.0,12.92391243868049
68,528456160,1218.0,0.0,0.0,NA,2,1Fam,TA,No,0,0,Gd,1218.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,NA,0,PConc,2,Typ,676.0,2,TA,RFn,TA,Attchd,1218.0,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,9215.0,Inside,Reg,0.0,020,FV,0.0,None,NA,0.0,4,Somerst,136.0,5,7,Y,0.0,NA,CompShg,Hip,Partial,New,0.0,Pave,4,2.0,1218.0,136.0,2436.0,7.798112628829788,AllPub,0.0,2009,2010,2010,204500.0,12.228323254464993
69,528458070,764.0,783.0,0.0,NA,3,1Fam,TA,Mn,0,0,Gd,732.0,24.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,VinylSd,VinylSd,NA,NA,0,PConc,2,Typ,614.0,2,TA,Unf,TA,Attchd,1547.0,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,8640.0,Inside,Reg,0.0,060,FV,0.0,None,NA,0.0,6,Somerst,45.0,5,7,Y,0.0,NA,CompShg,Gable,Normal,Con,0.0,Pave,7,2.5,756.0,214.0,2303.0,7.741967899820685,AllPub,169.0,2009,2009,2010,215200.0,12.279323107269766
70,528458110,1566.0,0.0,0.0,NA,3,1Fam,TA,Av,1,0,Gd,488.0,1078.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,NA,0,PConc,2,Typ,750.0,2,TA,RFn,TA,Attchd,1566.0,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,9000.0,Inside,Reg,0.0,020,FV,36.0,Stone,NA,0.0,4,Somerst,168.0,5,8,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,7,3.0,1566.0,312.0,3132.0,8.049427057110695,AllPub,144.0,2008,2008,2010,262500.0,12.478006361013815
71,528477080,991.0,956.0,0.0,NA,3,1Fam,TA,No,0,0,Gd,769.0,222.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,GdWo,Gd,1,PConc,2,Typ,678.0,2,TA,RFn,TA,Attchd,1947.0,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,12552.0,Corner,Reg,0.0,060,FV,0.0,None,NA,0.0,5,Somerst,136.0,5,7,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,8,2.5,991.0,136.0,2938.0,7.9854843567338225,AllPub,0.0,2004,2005,2010,254900.0,12.448626590364206
72,528480090,1468.0,0.0,0.0,NA,2,1Fam,TA,No,1,0,Ex,54.0,1414.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,Gd,1,PConc,2,Typ,528.0,2,TA,Fin,TA,Attchd,1468.0,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,10440.0,Corner,Reg,0.0,020,FV,0.0,None,NA,0.0,5,Somerst,102.0,5,6,Y,0.0,NA,CompShg,Gable,Normal,WD,216.0,Pave,6,3.0,1468.0,318.0,2936.0,7.984803389734406,AllPub,0.0,2005,2005,2010,271500.0,12.511717418356127
73,531367050,956.0,1128.0,0.0,NA,4,1Fam,TA,No,1,0,Gd,300.0,656.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,NA,0,PConc,2,Typ,618.0,2,TA,RFn,TA,BuiltIn,2084.0,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,10142.0,Inside,IR1,0.0,060,RL,0.0,None,NA,0.0,1,SawyerW,45.0,5,7,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,8,3.5,956.0,45.0,3040.0,8.019612794400267,AllPub,0.0,2004,2004,2010,233000.0,12.358793732547838
74,531369060,831.0,828.0,0.0,NA,3,1Fam,TA,Av,0,0,Gd,831.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,NA,0,PConc,2,Typ,484.0,2,TA,RFn,TA,Attchd,1659.0,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,11920.0,Inside,Reg,0.0,060,RL,122.0,BrkFace,NA,0.0,4,SawyerW,68.0,5,7,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,8,2.5,831.0,212.0,2490.0,7.820037989458753,AllPub,144.0,2004,2004,2010,181000.0,12.106252310247962
75,531380080,1222.0,888.0,0.0,NA,3,1Fam,TA,No,1,0,Gd,253.0,695.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,Fa,2,PConc,2,Typ,463.0,2,TA,RFn,TA,Attchd,2110.0,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,8880.0,Inside,IR1,0.0,060,RL,0.0,None,NA,0.0,5,SawyerW,130.0,5,7,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,8,3.5,948.0,130.0,3058.0,8.025516386489008,AllPub,0.0,1994,2002,2010,205000.0,12.230765258120545
76,531451110,923.0,0.0,0.0,NA,2,TwnhsE,TA,No,0,0,Gd,261.0,543.0,119.0,BLQ,BLQ,Y,Norm,Norm,SBrkr,0.0,TA,TA,Plywood,Plywood,NA,TA,1,CBlock,2,Typ,264.0,1,TA,RFn,TA,Attchd,923.0,0,GasA,TA,1Story,1,TA,Lvl,Gtl,8012.0,Inside,Reg,0.0,120,RL,0.0,None,NA,0.0,5,SawyerW,0.0,5,6,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,5,2.0,923.0,80.0,1846.0,7.520776415062797,AllPub,80.0,1980,1980,2010,143000.0,11.870599909242044
77,531451280,1055.0,790.0,0.0,NA,3,1Fam,TA,No,0,0,Gd,1055.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,Wd Sdng,Wd Sdng,GdPrv,TA,1,PConc,2,Typ,462.0,2,TA,RFn,TA,Attchd,1845.0,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,11218.0,Inside,Reg,0.0,060,RL,0.0,None,Shed,400.0,5,SawyerW,104.0,5,6,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,8,2.5,1055.0,739.0,2900.0,7.9724660159745655,AllPub,635.0,1992,1992,2010,189000.0,12.14950229404178
78,531452020,918.0,0.0,0.0,NA,2,TwnhsE,TA,No,0,0,Gd,918.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,Plywood,Plywood,NA,TA,1,CBlock,2,Typ,264.0,1,TA,Unf,TA,Attchd,918.0,0,GasA,TA,1Story,1,TA,Lvl,Gtl,7892.0,Inside,Reg,0.0,120,RL,0.0,None,NA,0.0,4,SawyerW,0.0,5,6,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,5,2.0,918.0,28.0,1836.0,7.515344571180436,AllPub,28.0,1979,1979,2010,99500.0,11.507912923146684
79,531452050,752.0,0.0,0.0,NA,2,TwnhsE,TA,No,1,0,Gd,0.0,623.0,121.0,ALQ,LwQ,Y,Norm,Norm,SBrkr,0.0,TA,TA,Plywood,Plywood,MnPrv,NA,0,CBlock,1,Typ,264.0,1,TA,Unf,TA,Attchd,752.0,0,GasA,TA,1Story,1,TA,Lvl,Gtl,7175.0,Inside,Reg,0.0,120,RL,0.0,None,NA,0.0,2,SawyerW,0.0,5,6,Y,0.0,NA,CompShg,Gable,Normal,WD,90.0,Pave,4,2.0,744.0,443.0,1496.0,7.310550158534422,AllPub,353.0,1984,1984,2010,125000.0,11.736069016284437
80,531452180,1014.0,730.0,238.0,NA,3,1Fam,TA,No,0,0,Gd,594.0,402.0,0.0,BLQ,Unf,Y,RRNe,Norm,SBrkr,0.0,TA,Gd,HdBoard,HdBoard,NA,NA,0,PConc,2,Typ,457.0,2,TA,RFn,TA,Attchd,1744.0,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,9453.0,CulDSac,IR1,0.0,060,RL,0.0,None,NA,0.0,2,SawyerW,70.0,7,7,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,7,2.5,996.0,678.0,2740.0,7.9157131993821155,AllPub,370.0,1993,2003,2010,194500.0,12.178187442040638
81,531453010,1097.0,0.0,0.0,NA,3,1Fam,TA,No,0,0,Gd,702.0,338.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,HdBoard,Plywood,GdPrv,NA,0,PConc,2,Typ,480.0,2,TA,Unf,TA,Attchd,1097.0,0,GasA,TA,1Story,1,TA,Lvl,Gtl,9672.0,Corner,Reg,0.0,020,RL,0.0,None,NA,0.0,5,SawyerW,0.0,5,6,Y,0.0,NA,CompShg,Hip,Normal,WD,0.0,Pave,6,2.0,1040.0,0.0,2137.0,7.667158255319148,AllPub,0.0,1984,1985,2010,152000.0,11.931635799828413
82,531453040,888.0,676.0,0.0,NA,3,1Fam,TA,No,0,0,Gd,650.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,HdBoard,HdBoard,MnPrv,TA,1,CBlock,2,Typ,476.0,2,TA,Unf,TA,Attchd,1564.0,1,GasA,TA,2Story,1,TA,Lvl,Gtl,8400.0,Inside,Reg,0.0,060,RL,130.0,BrkFace,NA,0.0,4,SawyerW,50.0,6,6,Y,0.0,NA,CompShg,Gable,Normal,WD,204.0,Pave,7,2.5,650.0,254.0,2214.0,7.7025561132685825,AllPub,0.0,1980,1981,2010,171000.0,12.049418835484797
